Gatunek,prob nektaru,Kolor,lwo_zew,lwo_wew,laszo,lasow,p1,p2,mid_dia,szypulka,petal_length,pyl_length,Odl pyl od znam,odl pyl-pl,Dl znam,Dl szyjki,lknp,Nachylenie,volume,concentration,weight
F. imperialis,,5,,,,,,,,,36.97,,,,,,,,,,
F. imperialis,,5,,,,,33.24,28.35,26.35,71.18,42.11,25.57,0.07,4.89,26.79,17.08,,,,,
F. imperialis,,5,,,,,,,,,39.54,26.24,0.2,5.88,,,,,,,
F. imperialis,,5,,,,,,,,,40.52,27.58,2.15,16.75,,,,,,,
F. imperialis,,5,,,,,,,,,37.16,26.16,4.07,8.36,,,,,,,
F. imperialis,,5,,,,,,,,,37.6,25.94,2.95,12.14,,,,,,,
F. imperialis,,5,,,,,,,,,37.59,25.38,1.75,10.1,,,,,,,
F. imperialis,,5,,,,,49.94,39.24,36.34,45.95,46.49,27.93,0.24,13.09,30.57,19.82,,,,,
F. imperialis,,5,,,,,,,,,46.48,28.94,3.93,11.71,,,,,,,
F. imperialis,,5,,,,,,,,,36.93,32.57,3.35,12.47,,,,,,,
F. imperialis,,5,,,,,,,,,40.51,30.24,0.65,13.65,,,,,,,
F. imperialis,,5,,,,,,,,,41.08,28.9,0.98,14.48,,,,,,,
F. imperialis,,5,,,,,,,,,41.09,28.91,2.28,14.48,,,,,,,
F. imperialis,,5,,,,,,,,,,,3.03,,,,,,,,
F. imperialis,,5,,,,,40.21,35.21,33.87,30.67,44.88,28.1,0.08,5.46,30.71,16.88,,,,,
F. imperialis,,5,,,,,,,,,48.07,28.63,1.95,8.82,,,,,,,
F. imperialis,,5,,,,,,,,,45.85,27.45,2.43,10.99,,,,,,,
F. imperialis,,5,,,,,,,,,41.44,29.09,0.07,11.11,,,,,,,
F. imperialis,,5,,,,,,,,,40.84,27.61,0.77,11.3,,,,,,,
F. imperialis,,5,,,,,,,,,40.38,27.51,,10.19,,,,,,,
F. imperialis,,5,,,,,37.34,35.13,13.78,45.57,43.98,27.29,0.89,8.54,32.14,19.5,,,,,
F. imperialis,,5,,,,,,,,,43.98,27.05,0.07,8.79,,,,,,,
F. imperialis,,5,,,,,,,,,41.29,27.57,1,10.04,,,,,,,
F. imperialis,,5,,,,,,,,,41.29,28.05,1.19,13.21,,,,,,,
F. imperialis,,5,,,,,,,,,39.92,28.91,0.51,13.12,,,,,,,
F. imperialis,,5,,,,,,,,,,27.38,1.83,14.57,,,,,,,
F. imperialis,,5,,,,,40.42,32.98,37.74,41.57,43.92,28.78,0.36,11.3,31.52,18.73,,,,,
F. imperialis,,5,,,,,,,,,44.68,28.79,1.13,12.34,,,,,,,
F. imperialis,,5,,,,,,,,,43.04,27.61,2.5,15.16,,,,,,,
F. imperialis,,5,,,,,,,,,38.16,29.15,3.04,15.32,,,,,,,
F. imperialis,,5,,,,,,,,,38.84,28.65,1.89,12.68,,,,,,,
F. imperialis,,5,,,,,,,,,38.84,28.48,1.9,12.68,,,,,,,
F. imperialis,,5,,,,,30.35,30.34,30.33,60.06,33.45,30.27,1.52,9.72,28.56,18.36,,,,,
F. imperialis,,5,,,,,,,,,35.84,27.48,2.15,9.88,,,,,,,
F. imperialis,,5,,,,,,,,,30.05,25.55,2.15,10.93,,,,,,,
F. imperialis,,5,,,,,,,,,33.21,27.29,0.3,11.73,,,,,,,
F. imperialis,,5,,,,,,,,,31.63,26.08,1.08,10.37,,,,,,,
F. imperialis,,5,,,,,,,,,35.84,24.87,1.88,10.38,,,,,,,
F. imperialis,,5,,,,,24.35,27.99,25.17,44.54,35.77,25.2,2.19,9.5,27.34,17.05,,,,,
F. imperialis,,5,,,,,,,,,36.02,26.98,3.84,9.5,,,,,,,
F. imperialis,,5,,,,,,,,,37.64,26.94,2.18,9.6,,,,,,,
F. imperialis,,5,,,,,,,,,34.94,27.45,0.64,5.54,,,,,,,
F. imperialis,,5,,,,,,,,,32.6,28.17,0.95,9.54,,,,,,,
F. imperialis,,5,,,,,,,,,31.42,26.7,1.1,4.85,,,,,,,
F. imperialis,,5,,,,,27.05,25.14,25.14,67.5,33.96,22.96,3.04,7.75,28.16,18.12,,,,,
F. imperialis,,5,,,,,,,,,33.23,22.33,2.53,9,,,,,,,
F. imperialis,,5,,,,,,,,,34.86,21.45,2.53,12.5,,,,,,,
F. imperialis,,5,,,,,,,,,31.97,21.98,1.8,9.98,,,,,,,
F. imperialis,,5,,,,,,,,,32.08,23.45,1.96,11.38,,,,,,,
F. imperialis,,5,,,,,,,,,32.44,22.96,0.08,6.47,,,,,,,
F. imperialis,,5,,,,,29.55,27.24,64.07,34.68,33.88,22.06,1.33,11.17,27.35,15.96,,,,,
F. imperialis,,5,,,,,,,,,33.17,22.08,1.32,10.79,,,,,,,
F. imperialis,,5,,,,,,,,,31.52,22.93,0.08,9.44,,,,,,,
F. imperialis,,5,,,,,,,,,31.52,21.95,0.07,11.29,,,,,,,
F. imperialis,,5,,,,,,,,,30.97,21.95,1.03,11.4,,,,,,,
F. imperialis,,5,,,,,,,,,,23.1,1.25,,,,,,,,
F. imperialis,,5,,,,,33.35,33.43,35.2,59.62,34.65,25.27,1.44,9.7,26.95,17.98,,,,,
F. imperialis,,5,,,,,,,,,35.29,23.07,1.44,9.73,,,,,,,
F. imperialis,,5,,,,,,,,,35.9,24.22,2.71,9.96,,,,,,,
F. imperialis,,5,,,,,,,,,32.56,24.93,1.93,11.56,,,,,,,
F. imperialis,,5,,,,,,,,,34.63,25.25,0.08,13.46,,,,,,,
F. imperialis,,5,,,,,,,,,,24.75,1.51,14.27,,,,,,,
F. imperialis,,5,,,,,36.09,35.34,35.34,59.51,34.54,29.6,2.7,10.69,28.7,16.37,,,,,
F. imperialis,,5,,,,,,,,,35.01,24.38,2.71,11.25,,,,,,,
F. imperialis,,5,,,,,,,,,35.96,23.16,2.7,10.58,,,,,,,
F. imperialis,,5,,,,,,,,,33.86,25.29,1.49,13.13,,,,,,,
F. imperialis,,5,,,,,,,,,33.22,24.7,0.08,13,,,,,,,
F. imperialis,,5,,,,,,,,,33.26,,1.35,13.55,,,,,,,
F. imperialis,,5,,,,,35.31,37.46,37.46,72.13,38.35,28.23,1.84,13.73,15.07,15.36,,,,,
F. imperialis,,5,,,,,,,,,37.6,29.68,1.84,16.07,,,,,,,
F. imperialis,,5,,,,,,,,,37.6,28.31,2.35,13.06,,,,,,,
F. imperialis,,5,,,,,,,,,36.72,29.08,1.08,13.51,,,,,,,
F. imperialis,,5,,,,,,,,,33.95,,0.78,13.99,,,,,,,
F. imperialis,,5,,,,,,,,,37.63,,1.99,14.04,,,,,,,
F. imperialis,,5,,,,,,,,,,,,15.07,,,,,,,
F. imperialis,,5,,,,,35.17,32.31,76.25,37.72,38.45,28.15,0.32,9.68,32.56,18.48,,,,,
F. imperialis,,5,,,,,,,,,38.21,27.14,2.75,9.31,,,,,,,
F. imperialis,,5,,,,,,,,,37.28,26.09,1.93,11.74,,,,,,,
F. imperialis,,5,,,,,,,,,34.36,27.23,2.75,13.26,,,,,,,
F. imperialis,,5,,,,,,,,,34.52,28.44,,9.5,,,,,,,
F. imperialis,,5,,,,,,,,,,28.54,,11.79,,,,,,,
F. imperialis,,5,,,,,21.13,21.12,19.99,20.26,20.46,16.01,7.06,8.99,13.74,,,,,,
F. imperialis,,5,,,,,,,,,20.56,17.58,5.31,7.56,,,,,,,
F. imperialis,,5,,,,,,,,,20.59,18.78,1.61,5.18,,,,,,,
F. imperialis,,5,,,,,,,,,19.9,16.28,3.52,0.08,,,,,,,
F. imperialis,,5,,,,,,,,,21.74,17.12,2.08,3.05,,,,,,,
F. imperialis,,5,,,,,,,,,,,2.79,6.46,,,,,,,
F. imperialis,,5,,,,,20.85,21.83,21.98,25.5,19.59,16.3,2.88,4.8,4.97,6.28,,,,,
F. imperialis,,5,,,,,,,,,20.6,16.21,0.87,6.96,,,,,,,
F. imperialis,,5,,,,,,,,,19.4,17.1,1.92,8.13,,,,,,,
F. imperialis,,5,,,,,,,,,21.19,,1.59,8.42,,,,,,,
F. imperialis,,5,,,,,,,,,20.24,,1.45,6.36,,,,,,,
F. imperialis,,5,,,,,,,,,20.59,,1.6,,,,,,,,
F. imperialis,,5,,,,,23.94,21.13,21.13,19.38,19.41,16.22,brak,4.16,,,,,,,
F. imperialis,,5,,,,,,,,,20.14,16.84,,7.55,,,,,,,
F. imperialis,,5,,,,,,,,,19.38,16.5,,9.39,,,,,,,
F. imperialis,,5,,,,,,,,,19.98,18.17,,6.38,,,,,,,
F. imperialis,,5,,,,,,,,,21.15,18.16,,8.25,,,,,,,
F. imperialis,,5,,,,,,,,,16.22,,,8.98,,,,,,,
F. imperialis,,5,,,,,21.15,20.08,20.08,17.99,19.8,20.85,brak,6.41,,,,,,,
F. imperialis,,5,,,,,,,,,20.85,,,5,,,,,,,
F. imperialis,,5,,,,,,,,,20.29,,,6.46,,,,,,,
F. imperialis,,5,,,,,,,,,19.21,,,8.52,,,,,,,
F. imperialis,,5,,,,,,,,,19.88,,,8.99,,,,,,,
F. imperialis,,5,,,,,,,,,21.27,,,6.76,,,,,,,
F. imperialis,,5,,,,,23.01,19.46,19.29,22.72,19.73,brak,,5.47,,,,,,,
F. imperialis,,5,,,,,,,,,20.34,,,8.32,,,,,,,
F. imperialis,,5,,,,,,,,,20.38,,,9.59,,,,,,,
F. imperialis,,5,,,,,,,,,18.64,,,3.84,,,,,,,
F. imperialis,,5,,,,,,,,,19.45,,,7.11,,,,,,,
F. imperialis,,5,,,,,,,,,18.48,,,4.66,,,,,,,
F. imperialis,,5,,,,,20.86,23.16,22.81,19.83,19.84,17.37,0,6.48,17.41,10.7,,,,,
F. imperialis,,5,,,,,,,,,20.2,15.37,0,6.48,,,,,,,
F. imperialis,,5,,,,,,,,,18.9,14.32,0.72,4.18,,,,,,,
F. imperialis,,5,,,,,,,,,17.89,16.97,4.2,6.53,,,,,,,
F. imperialis,,5,,,,,,,,,19.64,10.56,0.1,6.5,,,,,,,
F. imperialis,,5,,,,,,,,,18.69,16.06,4.61,0,,,,,,,
F. imperialis,,5,,,,,19.11,19.53,17.08,19.1,18.71,15.87,0.66,3.64,16.72,9.06,,,,,
F. imperialis,,5,,,,,,,,,18.86,14.68,0.88,6.14,,,,,,,
F. imperialis,,5,,,,,,,,,17.75,16.99,2.16,8.73,,,,,,,
F. imperialis,,5,,,,,,,,,20.15,15.86,1.55,6.28,,,,,,,
F. imperialis,,5,,,,,,,,,19.96,14.48,6.83,7.56,,,,,,,
F. imperialis,,5,,,,,,,,,13.61,14.47,6.83,7.56,,,,,,,
F. imperialis,,5,,,,,19.66,16.72,21.39,19,19.11,16.78,0.09,8.57,16.11,12.25,,,,,
F. imperialis,,5,,,,,,,,,18.74,15.89,1.44,6.54,,,,,,,
F. imperialis,,5,,,,,,,,,17.91,15.15,2.02,5.56,,,,,,,
F. imperialis,,5,,,,,,,,,20.36,16.6,2.16,5.56,,,,,,,
F. imperialis,,5,,,,,,,,,19.47,,3.54,4.76,,,,,,,
F. imperialis,,5,,,,,,,,,18,,,2.4,,,,,,,
F. imperialis,,5,,,,,19.42,19.09,19.09,21.03,19.82,17.45,0.92,6.85,16.36,11.21,,,,,
F. imperialis,,5,,,,,,,,,19.68,14.96,1.09,5.37,,,,,,,
F. imperialis,,5,,,,,,,,,19.1,16.7,1.7,5.54,,,,,,,
F. imperialis,,5,,,,,,,,,19.1,15.63,1.92,4.73,,,,,,,
F. imperialis,,5,,,,,,,,,19.41,14.81,1.45,8.67,,,,,,,
F. imperialis,,5,,,,,,,,,19.65,14.72,1.5,,,,,,,,
F. imperialis,,5,,,,,17.89,17.99,20.24,19.45,19.32,17.28,,4.06,16.49,7.74,,,,,
F. imperialis,,5,,,,,,,,,19.83,15.4,,4.81,,,,,,,
F. imperialis,,5,,,,,,,,,19.59,15.5,,5.41,,,,,,,
F. imperialis,,5,,,,,,,,,20.75,15.16,,6.84,,,,,,,
F. imperialis,,5,,,,,,,,,20.75,15.16,,8.54,,,,,,,
F. imperialis,,5,,,,,,,,,17.28,15.16,,0.25,,,,,,,
F. imperialis,,5,,,,,17.99,17.9,17.9,16.27,19.29,17.88,2.16,5.6,17.58,11.42,,,,,
F. imperialis,,5,,,,,,,,,19.29,16.94,0.51,6.78,,,,,,,
F. imperialis,,5,,,,,,,,,19.69,16.45,1.9,5.8,,,,,,,
F. imperialis,,5,,,,,,,,,19.69,15.36,2.37,6.66,,,,,,,
F. imperialis,,5,,,,,,,,,20.54,15.53,2.71,7.98,,,,,,,
F. imperialis,,5,,,,,,,,,20.63,16.65,0,5.38,,,,,,,
F. imperialis,,5,,,,,21.6,17.97,17.97,17.35,18.85,17.12,0,7.4,16.68,12.84,,,,,
F. imperialis,,5,,,,,,,,,19.45,17.75,0,7.75,,,,,,,
F. imperialis,,5,,,,,,,,,18.36,17.89,0,6.78,,,,,,,
F. imperialis,,5,,,,,,,,,18.37,17.74,1.8,6.12,,,,,,,
F. imperialis,,5,,,,,,,,,19.44,17.74,1.8,8.62,,,,,,,
F. imperialis,,5,,,,,,,,,18.93,16.77,2.42,8.94,,,,,,,
F. imperialis,,5,,,,,27.16,14.76,22.48,18.97,20.32,17.24,brak znamienia,8.76,,,,,,,
F. imperialis,,5,,,,,,,,,19.96,16.39,,7.27,,,,,,,
F. imperialis,,5,,,,,,,,,20.06,16.39,,0.18,,,,,,,
F. imperialis,,5,,,,,,,,,20.16,17.49,,2.94,,,,,,,
F. imperialis,,5,,,,,,,,,20.22,17.35,,5.03,,,,,,,
F. imperialis,,5,,,,,,,,,19.79,18.04,,8.35,,,,,,,
F. imperialis,,5,,,,,19.35,23.09,23.09,14.84,19.34,17.82,0.76,7.77,16.58,11.07,,,,,
F. imperialis,,5,,,,,,,,,19.06,17.1,1.88,5.22,,,,,,,
F. imperialis,,5,,,,,,,,,20.76,16.12,2.27,8.57,,,,,,,
F. imperialis,,5,,,,,,,,,20.01,16.42,0,8.53,,,,,,,
F. imperialis,,5,,,,,,,,,20.63,16.56,0,6.27,,,,,,,
F. imperialis,,5,,,,,,,,,,16.04,0,8.9,,,,,,,
F. imperialis,,5,,,,,18.48,24.4,24.4,13.73,18.58,17.95,1.56,6.38,16.62,10.68,,,,,
F. imperialis,,5,,,,,,,,,19.5,17.43,1.53,8.62,,,,,,,
F. imperialis,,5,,,,,,,,,19.21,16.63,0.94,6.99,,,,,,,
F. imperialis,,5,,,,,,,,,20.33,16.16,0,6.36,,,,,,,
F. imperialis,,5,,,,,,,,,20.42,15.96,0,11.11,,,,,,,
F. imperialis,,5,,,,,,,,,20.38,17.12,0,9.58,,,,,,,
F. imperialis,,5,,,,,19.54,22.56,22.56,12.9,18.9,17.17,nie maq,8.56,,,,,,,
F. imperialis,,5,,,,,,,,,19.5,18.09,,8.56,,,,,,,
F. imperialis,,5,,,,,,,,,18.61,18.61,,6.32,,,,,,,
F. imperialis,,5,,,,,,,,,18.77,18.78,,7.74,,,,,,,
F. imperialis,,5,,,,,,,,,20.02,17.79,,8.41,,,,,,,
F. imperialis,,5,,,,,,,,,19.74,16.62,,7.27,,,,,,,
F. imperialis,,5,,,,,23.13,15.66,23.16,22.71,19.53,17.24,nie maq,7.31,,,,,,,
F. imperialis,,5,,,,,,,,,20.9,17.24,,4.66,,,,,,,
F. imperialis,,5,,,,,,,,,19.97,15.74,,8.66,,,,,,,
F. imperialis,,5,,,,,,,,,20.43,14.75,,0.17,,,,,,,
F. imperialis,,5,,,,,,,,,19.46,16.37,,5.6,,,,,,,
F. imperialis,,5,,,,,,,,,19.84,17.38,,,,,,,,,
F. imperialis,,5,,,,,25,21.77,16.31,20.81,20.13,16.82,"bardzo skrócone, nie wiem, czy funkcjopuje",10.35,,,,,,,
F. imperialis,,5,,,,,,,,,20.26,15.98,,10.35,,,,,,,
F. imperialis,,5,,,,,,,,,20.26,16.88,,5.8,,,,,,,
F. imperialis,,5,,,,,,,,,19.83,17.45,,7.11,,,,,,,
F. imperialis,,5,,,,,,,,,19.82,16.27,,8.13,,,,,,,
F. imperialis,,5,,,,,,,,,19.89,15.96,,8.17,,,,,,,
F. imperialis,,5,,,,,18.76,20.15,18.6,15.76,18.81,18.78,"bardzo skrócone, nie wiem, czy funkcjopuje",7.43,,,,,,,
F. imperialis,,5,,,,,,,,,18.81,16.59,,6.41,,,,,,,
F. imperialis,,5,,,,,,,,,19.24,16.16,,7.45,,,,,,,
F. imperialis,,5,,,,,,,,,20.27,15.13,,6.04,,,,,,,
F. imperialis,,5,,,,,,,,,19.62,14.49,,7.65,,,,,,,
F. imperialis,,5,,,,,,,,,18.91,16.25,,10.02,,,,,,,
F. imperialis,,5,,,,,15.6,24.13,15.8,15.22,20.15,18.94,"bardzo skrócone, nie wiem, czy funkcjopuje",5.69,,,,,,,
F. imperialis,,5,,,,,,,,,19.79,18.33,,10.9,,,,,,,
F. imperialis,,5,,,,,,,,,19.2,17.63,,7.23,,,,,,,
F. imperialis,,5,,,,,,,,,18.93,18.17,,4.88,,,,,,,
F. imperialis,,5,,,,,,,,,20.81,17.56,,4.85,,,,,,,
F. imperialis,,5,,,,,,,,,22.57,16.65,,4.88,,,,,,,
F. imperialis,,5,,,,,18.57,17.4,17.4,18.52,19.74,17.85,"bardzo skrócone, nie wiem, czy funkcjopuje",7,,,,,,,
F. imperialis,,5,,,,,,,,,20.16,17.28,,8.19,,,,,,,
F. imperialis,,5,,,,,,,,,19.33,16.75,,8.08,,,,,,,
F. imperialis,,5,,,,,,,,,19.3,15.41,,7.3,,,,,,,
F. imperialis,,5,,,,,,,,,20.47,15.37,,2.6,,,,,,,
F. imperialis,,5,,,,,,,,,19.9,17.03,,5.48,,,,,,,
F. imperialis,,5,,,,,22.43,18.39,19.24,14.87,19.44,17.15,2.16,7.8,16.63,12.07,,,,,
F. imperialis,,5,,,,,,,,,19.83,17.15,0,6.1,,,,,,,
F. imperialis,,5,,,,,,,,,21.47,17.7,0,6.06,,,,,,,
F. imperialis,,5,,,,,,,,,19.87,16.27,0,11.06,,,,,,,
F. imperialis,,5,,,,,,,,,21.22,2.9,0,10.69,,,,,,,
F. imperialis,,5,,,,,,,,,19.81,3,0,6.62,,,,,,,
F. imperialis,,5,,,,,22.65,15.62,22.05,21.99,19.78,16.02,"bardzo skrócone, nie wiem, czy funkcjopuje",12.35,,,,,,,
F. imperialis,,5,,,,,,,,,19.13,15.37,,0.11,,,,,,,
F. imperialis,,5,,,,,,,,,20.89,16.92,,0.02,,,,,,,
F. imperialis,,5,,,,,,,,,19.89,17.79,,4.41,,,,,,,
F. imperialis,,5,,,,,,,,,19.73,18.62,,6.45,,,,,,,
F. imperialis,,5,,,,,,,,,20.68,18.75,,4.65,,,,,,,
F. imperialis,,5,,,,,23.1,20.36,20.36,8.77,18.95,17.36,brak znamienia,7.08,,,,,,,
F. imperialis,,5,,,,,,,,,19.86,18.2,,8.38,,,,,,,
F. imperialis,,5,,,,,,,,,20.59,17.07,,6.03,,,,,,,
F. imperialis,,5,,,,,,,,,19.87,15.67,,8.07,,,,,,,
F. imperialis,,5,,,,,,,,,19.3,15.13,,8.41,,,,,,,
F. imperialis,,5,,,,,,,,,19.43,15.1,,7.56,,,,,,,
F. imperialis,,5,,,,,22.05,16.98,19.02,20.54,19.8,16.3,brak znamienia,4.33,,,,,,,
F. imperialis,,5,,,,,,,,,19.81,16.72,,5.69,,,,,,,
F. imperialis,,5,,,,,,,,,20.94,16.66,,6.93,,,,,,,
F. imperialis,,5,,,,,,,,,20.14,14.48,,6.28,,,,,,,
F. imperialis,,5,,,,,,,,,20.94,16.05,,6.97,,,,,,,
F. imperialis,,5,,,,,,,,,17.75,,,1.4,,,,,,,
F. imperialis,,5,,,,,19.74,22.58,19.06,20.1,20.86,18.24,"bardzo skrócone, nie wiem, czy funkcjopuje",4.84,,,,,,,
F. imperialis,,5,,,,,,,,,21.46,17.89,,6.91,,,,,,,
F. imperialis,,5,,,,,,,,,20.7,16.79,,7.37,,,,,,,
F. imperialis,,5,,,,,,,,,19.63,18.93,,6.36,,,,,,,
F. imperialis,,5,,,,,,,,,20.9,17.3,,6.36,,,,,,,
F. imperialis,,5,,,,,,,,,21.68,15.82,,6.36,,,,,,,
F. imperialis,,5,,,,,20.93,15.22,19.62,23.2,20.21,16.96,brak,8.94,,,,,,,
F. imperialis,,5,,,,,,,,,19.64,16.15,,5.44,,,,,,,
F. imperialis,,5,,,,,,,,,19.91,16.13,,3.46,,,,,,,
F. imperialis,,5,,,,,,,,,19.49,16.62,,5.73,,,,,,,
F. imperialis,,5,,,,,,,,,19.49,15.62,,0.02,,,,,,,
F. imperialis,,5,,,,,,,,,21.09,14.23,,4.76,,,,,,,
F. imperialis,,5,,,,,22.15,22.14,18.51,18.03,18.84,14.43,brak,2.94,,,,,,,
F. imperialis,,5,,,,,,,,,19.34,13.17,,6.67,,,,,,,
F. imperialis,,5,,,,,,,,,18.78,14.02,,7.57,,,,,,,
F. imperialis,,5,,,,,,,,,20.5,15.64,,8.3,,,,,,,
F. imperialis,,5,,,,,,,,,18.8,,,0.02,,,,,,,
F. imperialis,,5,,,,,,,,,15.33,,,4.05,,,,,,,
F. imperialis,,5,,,,,13.99,20.17,19.45,19.14,19.64,14.7,brak,8.35,,,,,,,
F. imperialis,,5,,,,,,,,,20.16,18.11,,5.52,,,,,,,
F. imperialis,,5,,,,,,,,,21.02,15.1,,9.03,,,,,,,
F. imperialis,,5,,,,,,,,,20.17,,,4.94,,,,,,,
F. imperialis,,5,,,,,,,,,17.08,,,5.44,,,,,,,
F. imperialis,,5,,,,,,,,,16.21,,,8.61,,,,,,,
F. imperialis,,5,,,,,25.75,16.55,24.96,16.13,19.71,16.59,brak,5.67,,,,,,,
F. imperialis,,5,,,,,,,,,19.22,16.42,,4.1,,,,,,,
F. imperialis,,5,,,,,,,,,19.94,17.81,,7.39,,,,,,,
F. imperialis,,5,,,,,,,,,19.5,13.69,,6.93,,,,,,,
F. imperialis,,5,,,,,,,,,19.74,12.11,,0.47,,,,,,,
F. imperialis,,5,,,,,,,,,19.1,14.63,,7.99,,,,,,,
F. imperialis,,5,,,,,18.18,19.36,19.54,19.54,18.83,16.94,brak,8.9,,,,,,,
F. imperialis,,5,,,,,,,,,20.55,16.23,,10.58,,,,,,,
F. imperialis,,5,,,,,,,,,18.91,17.59,,6.8,,,,,,,
F. imperialis,,5,,,,,,,,,17.7,,,8.76,,,,,,,
F. imperialis,,5,,,,,,,,,13.81,,,9.49,,,,,,,
F. imperialis,,5,,,,,,,,,15.52,,,8.21,,,,,,,
F. imperialis,,5,,,,,24.96,24.97,19.9,17.88,19.32,15.51,brak,9.91,,,,,,,
F. imperialis,,5,,,,,,,,,19.9,16.18,,10.19,,,,,,,
F. imperialis,,5,,,,,,,,,18.32,14.97,,8.59,,,,,,,
F. imperialis,,5,,,,,,,,,17.83,14.23,,8.6,,,,,,,
F. imperialis,,5,,,,,,,,,18.91,,,9.52,,,,,,,
F. imperialis,,5,,,,,,,,,20.05,,,7.92,,,,,,,
F. imperialis,,5,,,,,24.89,24.89,18.2,15.17,19.27,18.36,brak,18.68,,,,,,,
F. imperialis,,5,,,,,,,,,18.96,17.66,,18.58,,,,,,,
F. imperialis,,5,,,,,,,,,19.73,16.64,,19.45,,,,,,,
F. imperialis,,5,,,,,,,,,18.4,16.48,,20.38,,,,,,,
F. imperialis,,5,,,,,,,,,19.36,16.55,,19.27,,,,,,,
F. imperialis,,5,,,,,,,,,20.62,15.9,,18.91,,,,,,,
F. imperialis,,5,,,,,23.77,22.86,23.93,18.79,19.66,16.91,brak,6.35,,,,,,,
F. imperialis,,5,,,,,,,,,20.07,16.61,,6.65,,,,,,,
F. imperialis,,5,,,,,,,,,20.81,15.4,,5.24,,,,,,,
F. imperialis,,5,,,,,,,,,20.11,17.22,,9.65,,,,,,,
F. imperialis,,5,,,,,,,,,21,15.68,,9.67,,,,,,,
F. imperialis,,5,,,,,,,,,21,15.13,,8.52,,,,,,,
F. imperialis,,5,,,,,,,,,,,,9.08,,,,,,,
F. involucrata,,1,12,,20,,,,,,,,,,,,,,brak,brak,0.02815
F. involucrata,,1,,,15,,,,,,,,,,,,,,,,
F. involucrata,,1,,,5,,,,,,,,,,,,,,,17,
F. ionica,,1,12,13,6,8,28.74,28.74,28.02,,29.23,21.65,2.06,8.56,19.96,8.6,,70,3.7,19,brak
F. ionica,,1,,,10,11,,,,,28.46,18.65,1.58,10.89,,,,,,,
F. ionica,,1,,,,14,,,,,27.89,20.9,2.65,6.47,,,,,,,
F. ionica,,1,,,,,,,,,27.86,15.89,0,11.21,,,,,,,
F. ionica,,1,,,,,,,,,26.88,17.34,0,9.65,,,,,,,
F. ionica,,1,,,,,,,,,28.48,17.33,0,11.39,,,,,,,
F. japonica,,6,,,,,,,,,20.81,9.26,0,2.96,12.06,5.54,,20,,,
F. japonica,,6,,,,,,,,,19.28,9,0,2.57,,,,,,,
F. japonica,,6,,,,,,,,,18.64,8.99,0,2.31,,,,,,,
F. japonica,,6,,,,,,,,,16.41,10.73,0,3.32,,,,,,,
F. japonica,,6,,,,,,,,,14.98,10.7,0,4.08,,,,,,,
F. japonica,,6,,,,,,,,,14.02,10.58,0,3.87,,,,,,,
F. kothsiana,,1/3,,8,0,,,,,,,,,,,,,,42,21.5,0.02289
F. kothsiana,,1/3,,,0,,,,,,,,,,,,,,59.5,31,0.01405
F. kothsiana,,1/3,,,1,,,,,,,,,,,,,,63.5,15,0.01757
F. kothsiana,,1/3,,,1,,,,,,,,,,,,,,56,32.5,0.0125
F. kothsiana,,,,,,,,,,,,,,,,,,,,15,
F. kothsiana,,,,,,,,,,,,,,,,,,,,31,
F. latakesis,,1/3,,,,,,,,,,,,,,,,,,36.5,
F. latakesis,,1/3,,,,,,,,,,,,,,,,,,28,
F. latakesis,,1/3,,,,,,,,,,,,,,,,,,38,
F. latakesis,,1/3,,,,,,,,,,,,,,,,,,48,
F. liliae,,,,,,,,,,,,,,,,,,,34,48,0.00323
F. lutea,,4,,,,,,,,,,,,,,,,,,33,
F. michailovski,,3,7,7,0,0,22.79,18.29,15.49,15.88,20.68,11.78,7.68,8.78,4.13,brak,1,,2.6,stężenie,0.00202
F. michailovski,,3,,,3,0,,,,,19.87,10.42,,,,,,,5.6,23,
F. michailovski,,3,,,1,0,,,,,20.1,10.42,,,,,,,0.5,28,0.00039
F. michailovski,,3,,,2,0,,,,,20.36,9.99,,,,,,,2,32,0.00194
F. michailovski,,3,,,2,0,,,,,20.89,9.04,,,,,,,7,13,0.00881
F. michailovski,,3,,,,,,,,,19.62,9.13,,,,,,,0.85,5.8,0.00105
F. michailovski,,3,,,,,21.58,20.83,17.11,24.01,23,13.65,1.49,9.02,18.21,9.27,1,65,0.5,9.1,
F. michailovski,,3,,,,,,,,,23,15.37,0.72,6.45,,,,,1,10,0.0005
F. michailovski,,3,,,,,,,,,21.3,12.01,1.91,4.15,,,,,0.5,10.75,0.00189
F. michailovski,,3,,,,,,,,,21.8,13.02,0.59,4.49,,,,,10.5,12,0.01092
F. michailovski,,3,,,,,,,,,23.51,15.72,1.92,3.91,,,,,5,10.25,0.00037
F. michailovski,,3,,,,,,,,,22.09,16.07,0.37,3.91,,,,,10.2,,0.00027
F. michailovski,,3,,,,,27.3,28.2,18.34,24.14,20.06,12.44,0.88,5.89,13.92,6.83,1,135,1,,0.00572
F. michailovski,,3,,,,,,,,,21.19,11.7,1.92,2.44,,,,,2.8,,
F. michailovski,,3,,,,,,,,,19.71,13.09,0.99,4.4,,,,,,8.82142857142857,0.00092
F. michailovski,,3,,,,,,,,,18.3,12.6,1.16,5.05,,,,,0.2,,0.00277
F. michailovski,,3,,,,,,,,,19.72,12.6,1.22,4.29,,,,,0.3,,0.00303
