Gatunek,prob nektaru,Kolor,lwo_zew,lwo_wew,laszo,lasow,p1,p2,mid_dia,szypulka,petal_length,pyl_length,Odl pyl od znam,odl pyl-pl,Dl znam,Dl szyjki,lknp,Nachylenie,volume,concentration,weight
F. sthenanthera,,6,,,,,28.55,26.35,13.87,6.4,18.19,8.86,0,3.25,9.01,5.46,,,1.5,56.25,
F. sthenanthera,,6,,,,,,,,,18.39,8.75,0,2.13,,,,,0.4,51,
F. sthenanthera,,6,,,,,,,,,18.39,8.75,0,1.85,,,,,2.5,3.75,
F. sthenanthera,,6,,,,,,,,,19.88,8.04,0,1.85,,,,,0.75,2.25,
F. sthenanthera,,6,,,,,,,,,18.85,9.74,2,1.04,,,,,3.5,49,
F. sthenanthera,,6,,,,,,,,,18.4,9.01,1,2.41,,,,,0.2,51.5,
F. sthenanthera,,6,,,,,27.53,27.54,11.21,6.33,17.98,9.2,1.23,1.79,8.55,4.51,,,0.25,34.9375,
F. sthenanthera,,6,,,,,,,,,17.1,9.81,3.79,1.5,,,,,1.3,,
F. sthenanthera,,6,,,,,,,,,17.15,9.35,2.85,3.31,,,,,,,
F. sthenanthera,,6,,,,,,,,,18.29,8.77,2.85,3.31,,,,,,,
F. sthenanthera,,6,,,,,,,,,19.77,8.77,2.19,0.48,,,,,,,
F. sthenanthera,,6,,,,,,,,,17.52,7.65,2.64,1.06,,,,,,,
F. sthenanthera,,6,,,,,25.42,28.88,14.64,6.1,16.21,8.9,3.48,2.2,7.86,2.18,,,,,
F. sthenanthera,,6,,,,,,,,,16.92,9.93,2.26,2.2,,,,,,,
F. sthenanthera,,6,,,,,,,,,18.53,9.93,5.85,1.95,,,,,,,
F. sthenanthera,,6,,,,,,,,,18.6,8.9,0,2.11,,,,,,,
F. sthenanthera,,6,,,,,,,,,17.98,10.2,0,1.94,,,,,,,
F. sthenanthera,,6,,,,,,,,,17.3,5.79,0,0,,,,,,,
F. sthenanthera,,6,,,,,23,24.25,9.88,5.78,18.07,10.88,0,3.95,8.52,4.1,,,,,
F. sthenanthera,,6,,,,,,,,,16.92,10.47,2.61,3.77,,,,,,,
F. sthenanthera,,6,,,,,,,,,16.92,10.47,0,1.69,,,,,,,
F. sthenanthera,,6,,,,,,,,,18.09,10.47,0,1.69,,,,,,,
F. sthenanthera,,6,,,,,,,,,18.09,8.24,0,2.2,,,,,,,
F. sthenanthera,,6,,,,,,,,,17.09,9.07,0,2.71,,,,,,,
F. sthenanthera,,6,,,,,,,,,,9.75,0,,,,,,,,
F. sthenanthera,,6,,,,,23.65,25.66,19.78,5.88,21.04,8.94,2.88,5.18,7.6,4.46,,110,,,
F. sthenanthera,,6,,,,,,,,,19.8,9.58,0,3.94,,,,,,,
F. sthenanthera,,6,,,,,,,,,18.02,9.58,0,3.03,,,,,,,
F. sthenanthera,,6,,,,,,,,,20.06,9.47,0,3.04,,,,,,,
F. sthenanthera,,6,,,,,,,,,20.07,9.47,0,2.42,,,,,,,
F. sthenanthera,,6,,,,,,,,,20.07,9.9,0,2.42,,,,,,,
F. sthenanthera,,6,,,,,28.19,26.77,17.08,5.57,17.88,10.03,2.27,3.83,8.5,4.8,,110,,,
F. sthenanthera,,6,,,,,,,,,18.6,9.47,2.27,3.08,,,,,,,
F. sthenanthera,,6,,,,,,,,,18.6,8.5,3.43,3.08,,,,,,,
F. sthenanthera,,6,,,,,,,,,20.22,8.5,1.08,1.94,,,,,,,
F. sthenanthera,,6,,,,,,,,,20.22,8.5,1.08,1.94,,,,,,,
F. sthenanthera,,6,,,,,,,,,19.58,8.5,1.08,2.97,,,,,,,
F. sthenanthera,,6,,,,,23.94,23.94,12.32,4.29,17.61,10.16,0.47,1.82,6.79,3.73,9,110,,,
F. sthenanthera,,6,,,,,,,,,17.61,10.16,2.75,1.8,,,,,,,
F. sthenanthera,,6,,,,,,,,,18.36,9.07,2.75,1.8,,,,,,,
F. sthenanthera,,6,,,,,,,,,18.37,9.07,3.56,2.35,,,,,,,
F. sthenanthera,,6,,,,,,,,,18.37,9.4,3.56,0,,,,,,,
F. sthenanthera,,6,,,,,,,,,18.37,9.4,2.14,0,,,,,,,
F. sthenanthera,,6,,,,,25.94,26.11,18.34,4.51,17.87,8.03,0,1.89,7.02,4.74,9,,,,
F. sthenanthera,,6,,,,,,,,,19.35,8.03,0,1.79,,,,,,,
F. sthenanthera,,6,,,,,,,,,?,8.03,0,2.77,,,,,,,
F. sthenanthera,,6,,,,,,,,,19.9,8.03,0,1.1,,,,,,,
F. sthenanthera,,6,,,,,,,,,19.09,8.61,0,3.01,,,,,,,
F. sthenanthera,,6,,,,,,,,,17.39,8.61,0,1.58,,,,,,,
F. sthenanthera,,6,,,,,29.21,26.74,19.86,5.66,18.57,9.69,0,2.01,7.57,4.12,,,,,
F. sthenanthera,,6,,,,,,,,,18.98,9.69,0,1.49,,,,,,,
F. sthenanthera,,6,,,,,,,,,18.98,9.69,0,1.49,,,,,,,
F. sthenanthera,,6,,,,,,,,,18.98,9.69,0,1.95,,,,,,,
F. sthenanthera,,6,,,,,,,,,19.29,9.69,0,1.61,,,,,,,
F. sthenanthera,,6,,,,,,,,,18.28,9.69,0,1.49,,,,,,,
F. sthenanthera,,6,,,,,26.99,24.08,15.8,4.39,7,17.75,0,1.75,-,-,,,,,
F. sthenanthera,,6,,,,,,,,,8.1,17.76,0,2.59,,,,,,,
F. sthenanthera,,6,,,,,,,,,8.1,16.4,0,3.54,,,,,,,
F. sthenanthera,,6,,,,,,,,,7.86,17.1,0,0.7,,,,,,,
F. sthenanthera,,6,,,,,,,,,,18.86,,,,,,,,,
F. sthenanthera,,6,,,,,,,,,,17.54,,,,,,,,,
F. sthenanthera,,6,,,,,,20.95,10.47,3.88,16.57,8.23,brak,3.66,-,-,,,,,
F. sthenanthera,,6,,,,,,,,,15.58,8.23,,2.18,,,,,,,
F. sthenanthera,,6,,,,,,,,,14.84,7.3,,0.84,,,,,,,
F. sthenanthera,,6,,,,,,,,,14.85,,,,,,,,,,
F. sthenanthera,,6,,,,,,,,,15.93,,,,,,,,,,
F. sthenanthera,,6,,,,,,,,,15.93,,,,,,,,,,
F. sthenanthera,,6,,,,,29.02,27.55,15.67,5.34,14.72,8.11,0,1.31,brak,,2,,,,
F. sthenanthera,,6,,,,,,,,,17.28,8.11,0,2.51,,,,,,,
F. sthenanthera,,6,,,,,,,,,18.31,8.11,0,2.51,,,,,,,
F. sthenanthera,,6,,,,,,,,,16.76,8.11,0,2.51,,,,,,,
F. sthenanthera,,6,,,,,,,,,16.76,8.11,0,1.79,,,,,,,
F. sthenanthera,,6,,,,,,,,,17.65,8.11,0,1.3,,,,,,,
F. sthenanthera,,6,,,,,19.58,21.04,11.33,4.54,14.48,7.95,-,1.39,brak,,,,,,
F. sthenanthera,,6,,,,,,,,,13.74,7.26,-,1.99,,,,,,,
F. sthenanthera,,6,,,,,,,,,13.74,7.26,-,2.17,,,,,,,
F. sthenanthera,,6,,,,,,,,,12.73,,,,,,,,,,
F. sthenanthera,,6,,,,,,,,,13.37,,,,,,,,,,
F. sthenanthera,,6,,,,,,,,,13.37,,,,,,,,,,
F. sthenanthera,,6,,,,,,,,,,,,,,,6,,,,
F. sthenanthera,,6,,,,,24.78,25.84,21.54,4.64,17.91,8.1,0,3.16,8.98,5.99,3,,,,
F. sthenanthera,,6,,,,,,,,,15.67,8.7,1.47,3.15,,,,,,,
F. sthenanthera,,6,,,,,,,,,16.2,8.34,1.47,2.06,,,,,,,
F. sthenanthera,,6,,,,,,,,,17.91,8.18,1.47,2.67,,,,,,,
F. sthenanthera,,6,,,,,,,,,14.98,,3.17,3.05,,,,,,,
F. sthenanthera,,6,,,,,,,,,16.86,,,,,,,,,,
F. sthenanthera,,6,,,,,18,17.9,10.3,5.12,13.88,8.58,0,3.03,,,,,,,
F. sthenanthera,,6,,,,,,,,,13.88,7.61,0,2.06,,,,,,,
F. sthenanthera,,6,,,,,,,,,9.84,8.87,0,2.65,,,,,,,
F. sthenanthera,,6,,,,,,,,,13.37,8.87,0,2.07,,,,,,,
F. sthenanthera,,6,,,,,,,,,13.79,8.5,0,2.45,,,,,,,
F. sthenanthera,,6,,,,,,,,,13.79,,,,,,,,,,
F. sthenanthera,,6,,,,,25.34,22.59,14.21,4.1,,,0,,,,19,,,,
F. sthenanthera,,6,,,,,,,,,,,0,,,,,,,,
F. sthenanthera,,6,,,,,,,,,,,0,,,,,,,,
F. sthenanthera,,6,,,,,,,,,,,0,,,,,,,,
F. sthenanthera,,6,,,,,,,,,,,0,,,,,,,,
F. sthenanthera,,6,,,,,23.36,25.74,21.56,6.77,19.05,8.4,0,2.96,9.95,4.72,6,90,,,
F. sthenanthera,,6,,,,,,,,,20.88,8.91,0,3.2,,,,,,,
F. sthenanthera,,6,,,,,,,,,20.5,8.92,0,4.06,,,,,,,
F. sthenanthera,,6,,,,,,,,,19.24,8.98,0,3.02,,,,,,,
F. sthenanthera,,6,,,,,,,,,19.7,10.25,0,2.59,,,,,,,
F. sthenanthera,,6,,,,,,,,,19.18,9.77,0,2.59,,,,,,,
F. sthenanthera,,6,,,,,20.34,27.06,20.57,5.49,20.32,8.85,0,0.96,8.17,5.51,7,140,,,
F. sthenanthera,,6,,,,,,,,,19.56,8.37,0,1.72,,,,,,,
F. sthenanthera,,6,,,,,,,,,20.04,8.37,0,1.72,,,,,,,
F. sthenanthera,,6,,,,,,,,,19.54,8.37,0,2.05,,,,,,,
F. sthenanthera,,6,,,,,,,,,20.32,8.37,0,2.54,,,,,,,
F. sthenanthera,,6,,,,,,,,,18.92,8.37,0,2.54,,,,,,,
F. sthenanthera,,6,,,,,29.13,27.9,18.52,6.2,19.23,8.13,0,2.8,9.45,3.8,7,135,,,
F. sthenanthera,,6,,,,,,,,,18.87,8.14,0,2.15,,,,,,,
F. sthenanthera,,6,,,,,,,,,19.84,9.1,0,2.23,,,,,,,
F. sthenanthera,,6,,,,,,,,,18.04,8.82,0,1.77,,,,,,,
F. sthenanthera,,6,,,,,,,,,18.35,8.81,0,2.8,,,,,,,
F. sthenanthera,,6,,,,,,,,,18.05,8.98,0,2.19,,,,,,,
F. sthenanthera,,6,,,,,20.51,26.39,19.7,5.74,7.11,20.84,0,1.78,7.31,4.8,7,135,,,
F. sthenanthera,,6,,,,,,,,,7.11,20.29,0,1.85,,,,,,,
F. sthenanthera,,6,,,,,,,,,7.12,21.07,0,1.24,,,,,,,
F. sthenanthera,,6,,,,,,,,,7.11,21.1,0,1.24,,,,,,,
F. sthenanthera,,6,,,,,,,,,7.12,21.45,0,0.73,,,,,,,
F. sthenanthera,,6,,,,,,,,,8.01,20.17,0,0.72,,,,,,,
F. sthenanthera,,6,,,,,28.78,30.16,17.84,7.12,19.06,9.7,0,2.98,8.26,4.43,7,135,,,
F. sthenanthera,,6,,,,,,,,,18.72,8.42,0,2.02,,,,,,,
F. sthenanthera,,6,,,,,,,,,19.83,8.42,0,1.4,,,,,,,
F. sthenanthera,,6,,,,,,,,,20.41,8.85,0,1.86,,,,,,,
F. sthenanthera,,6,,,,,,,,,18.91,8.49,0,1.7,,,,,,,
F. sthenanthera,,6,,,,,,,,,19.02,8.49,0,1.97,,,,,,,
F. sthenanthera,,6,,,,,29.6,31.67,17.05,6.68,17.66,8.43,0,2.71,8.54,4.59,7,135,,,
F. sthenanthera,,6,,,,,,,,,18.31,8.44,0,1.58,,,,,,,
F. sthenanthera,,6,,,,,,,,,17.93,8.43,0,1.69,,,,,,,
F. sthenanthera,,6,,,,,,,,,18.88,9.65,0,3.05,,,,,,,
F. sthenanthera,,6,,,,,,,,,17.79,9.65,0,1.58,,,,,,,
F. sthenanthera,,6,,,,,,,,,19.74,8.91,0,3.17,,,,,,,
F. sthenanthera,,6,,,,,28.4,25.07,19.3,5.33,22.21,9.32,0,0.92,9.6,5.59,10,110,,,
F. sthenanthera,,6,,,,,,,,,22.5,9.69,0,1.5,,,,,,,
F. sthenanthera,,6,,,,,,,,,23.89,9.69,0,1.5,,,,,,,
F. sthenanthera,,6,,,,,,,,,22.77,9.38,0,0.9,,,,,,,
F. sthenanthera,,6,,,,,,,,,22.21,9.38,0,1.09,,,,,,,
F. sthenanthera,,6,,,,,,,,,22.71,10.61,0,0,,,,,,,
F. sthenanthera,,6,,,,,25.79,27.3,17.46,5.06,20.08,10.42,0,3.67,8.24,5.17,10,110,,,
F. sthenanthera,,6,,,,,,,,,21.05,9.57,0,2.01,,,,,,,
F. sthenanthera,,6,,,,,,,,,21.04,9.57,0,1.31,,,,,,,
F. sthenanthera,,6,,,,,,,,,21.61,10.12,0,1.31,,,,,,,
F. sthenanthera,,6,,,,,,,,,21.24,10.12,0,0.97,,,,,,,
F. sthenanthera,,6,,,,,,,,,20.93,10.12,0,0.97,,,,,,,
F. sthenanthera,,6,,,,,29.72,29.3,14.46,7.06,18.55,8.4,0,2.07,6.45,3.34,1.53,110,,,
F. sthenanthera,,6,,,,,,,,,17.64,8.41,0,2.07,,,,,,,
F. sthenanthera,,6,,,,,,,,,18.06,9.14,0,1.95,,,,,,,
F. sthenanthera,,6,,,,,,,,,18.2,9,0,2.38,,,,,,,
F. sthenanthera,,6,,,,,,,,,17.43,9.87,0,2.38,,,,,,,
F. sthenanthera,,6,,,,,,,,,17.78,9.02,0,1.65,,,,,,,
F. sthenanthera,,6,,,,,24.88,25.04,20.99,4.37,19.02,8.79,0,6.02,8.32,4.85,5,140,,,
F. sthenanthera,,6,,,,,,,,,19.02,8.79,0,1.02,,,,,,,
F. sthenanthera,,6,,,,,,,,,19.02,8.79,0,3.21,,,,,,,
F. sthenanthera,,6,,,,,,,,,19.78,9.74,0,1.88,,,,,,,
F. sthenanthera,,6,,,,,,,,,19.69,9.73,0,1.04,,,,,,,
F. sthenanthera,,6,,,,,,,,,18.76,9.74,0,1.26,,,,,,,
F. sthenanthera,,6,,,,,24.2,24.3,16.2,6.58,17.85,9.45,0,1.91,6.6,4.6,1.97,135,,,
F. sthenanthera,,6,,,,,,,,,16.75,9.45,0,2.07,,,,,,,
F. sthenanthera,,6,,,,,,,,,11.84,9.91,0,2.13,,,,,,,
F. sthenanthera,,6,,,,,,,,,16.1,6.36,0,2.13,,,,,,,
F. sthenanthera,,6,,,,,,,,,17.49,7.29,0,3.1,,,,,,,
F. sthenanthera,,6,,,,,,,,,17.26,7.29,0,3.1,,,,,,,
F. sthenanthera,,6,,,,,33,6.5,10,23,21,9,0,1.2,11,5,12,,,,
F. sthenanthera,,6,,,,,30,6.8,9,23,22,9,0,1.5,7,2.5,3,,,,
F. sthenanthera,,6,,,,,26,6,9,19,21,8,0,1,4.5,5,10,,,,
F. sthenanthera,,6,,,,,31,7,,22,18,6,0,0.8,9,5,3,,,,
F. sthenanthera,,6,,,,,28,7.4,9,15,16,9,0,0.9,9,5,7,,,,
F. sthenanthera,,6,,,,,20,7,7,12,20,9,0,1.5,,,5,,,,
F. sthenanthera,,6,,,,,18,6,9,17,20,5,0,1.2,,,4,,,,
F. sthenanthera,,6,,,,,26,6,8,17,20,5,0,1.6,,,,,,,
F. sthenanthera,,6,,,,,,,,,19,5,0,2,,,,,,,
F. sthenanthera,,6,,,,,,,,,20,5,0,1.5,,,,,,,
F. sthenanthera,,6,,,,,,,,,18,5,0,1.4,,,,,,,
F. sthenanthera,,6,,,,,,,,,17,8,0,0.5,,,,,,,
F. sthenanthera,,6,,,,,,,,,17,9,0,0.5,,,,,,,
F. sthenanthera,,6,,,,,,,,,19,9,0,0.8,,,,,,,
F. sthenanthera,,6,,,,,,,,,19,9,0,1,,,,130,,,
F. sthenanthera,,6,,,,,,,,,19,9,0,1,,,,135,,,
F. sthenanthera,,6,,,,,,,,,19,8.5,0,1.8,,,,130,,,
F. sthenanthera,,6,,,,,,,,,19,8.5,0,1,,,,140,,,
F. sthenanthera,,6,,,,,,,,,19,8.5,0,1.7,,,,135,,,
F. sthenanthera,,6,,,,,,,,,13,8.5,0,3.5,,,,90,,,
F. sthenanthera,,6,,,,,,,,,14,8.5,0,1.7,,,,90,,,
F. sthenanthera,,6,,,,,,,,,14,8.5,0,1.2,,,,,,,
F. sthenanthera,,6,,,,,,,,,13,7,0,3.3,,,,,,,
F. sthenanthera,,6,,,,,,,,,14,6,0,1.4,,,,,,,
F. sthenanthera,,6,,,,,,,,,14,7,0,1,,,,,,,
F. sthenanthera,,6,,,,,,,,,,8,0,0.8,,,,,,,
F. sthenanthera,,6,,,,,,,,,,7,0,1.7,,,,,,,
F. sthenanthera,,6,,,,,,,,,,6,0,1.8,,,,,,,
F. sthenanthera,,6,,,,,,,,,,8,0,2,,,,,,,
F. sthenanthera,,6,,,,,,,,,,9,0,2,,,,,,,
F. sthenanthera,,6,,,,,,,,,,6,0,2,,,,,,,
F. sthenanthera,,6,,,,,,,,,,8,0,2,,,,,,,
F. sthenanthera,,6,,,,,,,,,,8,0,2,,,,,,,
F. sthenanthera,,6,,,,,,,,,,1,0,2,,,,,,,
F. sthenanthera,,6,,,,,,,,,,8,0,2,,,,,,,
F. sthenanthera,,6,,,,,,,,,,6,0,1.5,,,,,,,
F. sthenanthera,,6,,,,,,,,,,6,,,,,,,,,
F. sthenanthera,,6,,,,,,,,,,8,,,,,,,,,
F. sthenanthera,,6,,,,,,,,,,8,,,,,,,,,
F. striata,,,,,,,,,,,,,,,,,,,7,35,0.0027
F. striata,,,,,,,,,,,,,,,,,,,,,
F. thessala,,3,6,,8,,,,,,29.91,17.6,1.14,4.73,19.39,10.8,45,73.5,14,16,0.04023
F. thessala,,3,,,3,,,,,,29.93,15.29,0,7.41,,,,,,16,
F. thessala,,3,,,4,,,,,,30.96,18.92,0,5.88,,,,,,16.5,
F. thessala,,3,,,,,,,,,29.19,22.2,0,6.91,,,,,,,
F. thessala,,3,,,,,,,,,30.46,21.74,0,4.66,,,,,,,
F. thessala,,3,,,,,,,,,29.12,19.36,0,7.31,,,,,,,
F. tubiformis,,3,,5,2,5,,,,,,,,,,,,,,,
F. tubiformis,,3,,,4,,,,,,,,,,,,,,,,
F. tubiformis,,3,,,9,,,,,,,,,,,,,,,,
F. ussuriensis,,3,9,11,4,10,29.89,29.71,5.21,15.05,20.13,15.31,brak,8.02,brak,brak,4,podłamana,3.2,77.5,0.00355
F. ussuriensis,,3,,,3,5,,,,,22.42,14.57,,8.02,,,,,,,
F. ussuriensis,,3,,,5,3,,,,,20.63,13.77,,6.71,,,,,,,
F. ussuriensis,,3,,,8,13,,,,,19.3,12.72,,5.98,,,,,,,
F. ussuriensis,,3,,,10,10,,,,,21.1,11.87,,6.16,,,,,,,
F. ussuriensis,,3,,,10,,,,,,23.92,9.4,,8.18,,,,,,,
F. ussuriensis,,3,,,,,,,,,23.68,11.65,brak,,,,,,,,
F. ussuriensis,,3,,,,,,,,,23.14,10.77,,,,,,,,,
F. ussuriensis,,3,,,,,,,,,20.99,12.43,,,,,,,,,
F. ussuriensis,,3,,,,,,,,,21.98,12.43,,,,,,,,,
F. ussuriensis,,3,,,,,,,,,22.98,12.46,,,,,,,,,
F. ussuriensis,,3,,,,,,,,,22.93,13.69,,,,,,,,,
F. uva vulpis,,3,,,,,,,,,,,,,,,,,,,
F. uva vulpis,,3,5,,1,5,,,,,22.06,22.89,16.51,0,0.74,17.24,7,60,0.65,56.28,0.00017
F. uva vulpis,,3,,,2,1,,,,,22.96,22.53,16.79,0,2.21,16.96,6.81,25,2,56,0.00255
F. uva vulpis,,3,,,,,,,,,21.85,21.98,16.41,0,1.2,18.5,6.1,25,2.2,50,0.00341
F. uva vulpis,,3,,,,,,,,,21.16,22.55,17.36,0,1.02,,,,4.5,14,0.00472
F. uva vulpis,,3,,,,,,,,,21.34,21.54,15.91,0,2.04,,,,0.1,62,0.00028
F. uva vulpis,,3,,,,,,,,,22.11,22.01,18.03,0,2.65,,,,0.5,59,0.00044
F. uva vulpis,,3,,,,,,,,,25.19,24.88,16.11,0,1.62,,,,0.5,56,0.00076
F. uva vulpis,,3,,,,,,,,,23.26,24.65,16.68,0,3.53,,,,0.3,66.5,0.00022
F. uva vulpis,,3,,,,,,,,,23.7,25.04,16.71,0,2.24,,,,2,25,0.00255
F. uva vulpis,,3,,,,,,,,,,,16.67,0,3.78,,,,6.5,66.5,0.00608
F. uva vulpis,,3,,,,,,,,,,,14.97,0,4.98,,,,45,25,0.04837
F. uva vulpis,,3,,,,,Przekątna 1,Przekątna2,Śr środka,Szypułka,,,15.71,0,2.01,,,,11,62,0.01474
F. uva vulpis,,3,,,,,,,,,,,17.58,0,2.57,,,,27,31.75,
F. uva vulpis,,3,,,,,,,,,,,16.05,0,1.15,,,,6.2,72.5,0.00231
F. uva vulpis,,3,,,,,,,,,,,19.9,0,3.51,,,,7.5,31.75,0.00078
F. uva vulpis,,3,,,,,,,,,,,18.99,0,1.3,,,,19,64.25,0.02917
F. uva vulpis,,3,,,,,,,,,,,19.98,0,2.47,,,,7.5,50,0.00079
F. uva vulpis,,3,,,,,,,,,,,17.15,0,0,,,,19,36,0.00737
F. uva vulpis,,3,,,,,,,,,,,,,,,,,6.5,36,0.02099
F. uva vulpis,,3,,,,,,,,,,,,,,,,,45,36,0.01273
F. uva vulpis,,3,,,,,,,,,,,,,,,,,11,66.5,
F. uva vulpis,,3,,,,,,,,,,,,,,,,,,20,
F. uva vulpis,,3,,,,,,,,,,,,,,,,,,62,
F. uva vulpis,,3,,,,,19.15,17.2,13.32,34.97,21.42,20.74,15.87,2.53,18.97,7.61,,,,,
F. uva vulpis,,3,,,,,,,,,,20.75,16.85,3.28,,,,,,,
F. uva vulpis,,3,,,,,,,,,,21.51,16.89,2.23,,,,,,,
F. uva vulpis,,3,,,,,,,,,,21.67,16.29,4.67,,,,,,,
F. uva vulpis,,3,,,,,,,,,,20.92,16.77,4.15,,,,,,,
F. uva vulpis,,3,,,,,,,,,,,16,0.61,,,,,,,
F. uva vulpis,,3,,,,,19.15,17.2,13.32,34.97,21.42,15.87,0,2.53,4.67,4.15,55,,7.5,47.5,
F. uva vulpis,,3,,,,,,,,,20.74,16.85,0,3.28,,,,,19,36,
F. uva vulpis,,3,,,,,,,,,20.75,16.89,0,2.23,,,,,6.5,66.5,
F. uva vulpis,,3,,,,,,,,,21.51,16.29,0,2.24,,,,,45,20,
F. uva vulpis,,3,,,,,,,,,21.67,16.77,0,3,,,,,11,62,
F. uva vulpis,,3,,,,,,,,,20.92,16,0,2.2,,,,,,,
F. uva vulpis,,3,,,,,,,,,,,0,,,,,,,,
F. uva vulpis,,3,,,,,18.55,16.82,15.78,34.52,21.36,15.02,0,4.72,19.61,7.44,,,,,
F. uva vulpis,,3,,,,,,,,,20.48,17.28,0,3.48,,,,,,,
F. uva vulpis,,3,,,,,,,,,19.51,19.3,0,2.52,,,,,,,
F. uva vulpis,,3,,,,,,,,,21.28,19.43,0,2.52,,,,,,,
F. uva vulpis,,3,,,,,,,,,22.03,18.48,0,3.42,,,,,,,
F. uva vulpis,,3,,,,,,,,,21.3,19.26,0,4.27,,,,,,,
F. uva vulpis,,3,,,,,14.52,12.96,10.64,40.38,19.96,17.01,0,3.37,16.63,6.38,,,,,
F. uva vulpis,,3,,,,,,,,,21.01,17.01,0,1.12,,,,,,,
F. uva vulpis,,3,,,,,,,,,21.98,17.01,0,0.92,,,,,,,
F. uva vulpis,,3,,,,,,,,,20.64,17.79,0,0,,,,,,,
F. uva vulpis,,3,,,,,,,,,21.39,16.78,0,2.19,,,,,,,
F. uva vulpis,,3,,,,,,,,,21.86,16.43,0,2.51,,,,,,,
F. uva vulpis,,3,,,,,16.63,12.61,29.77,22.46,21.76,16.84,0,3.6,19.87,8.26,,,,,
F. uva vulpis,,3,,,,,,,,,21.76,15.57,0,0.83,,,,,,,
F. uva vulpis,,3,,,,,,,,,21.96,15.42,0,1.67,,,,,,,
F. uva vulpis,,3,,,,,,,,,22.99,15.42,0,1.91,,,,,,,
F. uva vulpis,,3,,,,,,,,,23.58,15.42,0,1.22,,,,,,,
F. uva vulpis,,3,,,,,,,,,23.59,15.43,0,1.11,,,,,,,
F. uva vulpis,,3,,,,,17.94,14.47,12.97,19.51,16.32,13.64,0,2.1,14.4,5.45,,,,,
F. uva vulpis,,3,,,,,,,,,17.88,13.77,0,2.81,,,,,,,
F. uva vulpis,,3,,,,,,,,,17.04,14.49,0,2.32,,,,,,,
F. uva vulpis,,3,,,,,,,,,17.21,12.63,0,3.48,,,,,,,
F. uva vulpis,,3,,,,,,,,,19.69,13.28,0,0.76,,,,,,,
F. uva vulpis,,3,,,,,,,,,18.17,13.29,0,2.14,,,,,,,
F. uva vulpis,,3,,,,,18.48,12.53,9.98,21.29,21.9,19.01,0,0.3,20.29,7.07,,,,,
F. uva vulpis,,3,,,,,,,,,22.34,17.06,0,1.81,,,,,,,
F. uva vulpis,,3,,,,,,,,,21.86,17.84,0,2.28,,,,,,,
F. uva vulpis,,3,,,,,,,,,22.56,16.7,0,3.53,,,,,,,
F. uva vulpis,,3,,,,,,,,,20.62,16.7,0,2.33,,,,,,,
F. uva vulpis,,3,,,,,,,,,21.54,16.71,0,0,,,,,,,
F. uva vulpis,,3,,,,,17.61,18.23,15.76,23.28,21.81,17.53,0,4.77,21.43,7.8,40,,,,
F. uva vulpis,,3,,,,,,,,,20.72,15.45,0,3.71,,,,,,,
F. uva vulpis,,3,,,,,,,,,19.55,16.62,0,5.01,,,,,,,
F. uva vulpis,,3,,,,,,,,,21.39,17.8,0,4.27,,,,,,,
F. uva vulpis,,3,,,,,,,,,21.5,18.68,0,4.64,,,,,,,
F. uva vulpis,,3,,,,,,,,,20.39,17.32,0,4.57,,,,,,,
F. uva vulpis,,3,,,,,10.61,12.23,9.64,14.04,21.98,17.22,0,2.15,20.03,8.03,,,,,
F. uva vulpis,,3,,,,,,,,,21.03,16.89,0,2.06,,,,,,,
F. uva vulpis,,3,,,,,,,,,21.95,17.3,0,1.15,,,,,,,
F. uva vulpis,,3,,,,,,,,,18.09,17.3,0,2.13,,,,,,,
F. uva vulpis,,3,,,,,,,,,21.39,17.87,0,1.39,,,,,,,
F. uva vulpis,,3,,,,,,,,,22.01,17.3,0,1.63,,,,,,,
F. uva vulpis,,3,,,,,13.79,11.23,9.07,11.78,21.09,15.02,0,1.78,18.6,6.12,15.3,,,,
F. uva vulpis,,3,,,,,,,,,21.31,15.03,0,1.51,,,,,,,
F. uva vulpis,,3,,,,,,,,,20.44,14.59,0,1.51,,,,,,,
F. uva vulpis,,3,,,,,,,,,19.85,13.99,0,0.79,,,,,,,
F. uva vulpis,,3,,,,,,,,,20.5,14.76,0,0.79,,,,,,,
F. uva vulpis,,3,,,,,,,,,19.85,15.3,0,0,,,,,,,
F. uva vulpis,,3,,,,,,,,,20.5,15.3,0,0,,,,,,,
F. uva vulpis,,3,,,,,16,14,16,32,23,14,0,0.1,16,9,1,100,,,
F. uva vulpis,,3,,,,,,,,,23,14,0,0.1,,,,,,,
F. uva vulpis,,3,,,,,,,,,23,14,0,0.1,,,,,,,
F. uva vulpis,,3,,,,,,,,,18,,0,0.1,,,,,,,
F. uva vulpis,,3,,,,,,,,,19,,0,0.1,,,,,,,
F. uva vulpis,,3,,,,,,,,,18,,0,0.1,,,,,,,
F. uva vulpis,,3,,,,,14,12.5,17,55,24,12,0,1,18,11,1,60,,,
F. uva vulpis,,3,,,,,,,,,23,12,0,1,,,,,,,
F. uva vulpis,,3,,,,,,,,,21,12,0,1,,,,,,,
F. uva vulpis,,3,,,,,,,,,22,12,0,1,,,,,,,
F. uva vulpis,,3,,,,,,,,,22,12,0,1,,,,,,,
F. uva vulpis,,3,,,,,,,,,21,12,0,1,,,,,,,
F. uva vulpis,,3,,,,,10,13,16,42,20,13,0,0,17,13,1,45,,,
F. uva vulpis,,3,,,,,,,,,20,13,0,0,,,,,,,
